0,0.015382
86.1328,0.0159774
172.266,0.0180788
258.398,0.0231852
344.531,0.0387075
430.664,0.348144
516.797,0.0370287
602.93,0.0150501
689.062,0.00826105
775.195,0.00492012
861.328,0.00293668
947.461,0.00181559
1033.59,0.00174164
1119.73,0.00254751
1205.86,0.00376762
1291.99,0.00535427
1378.12,0.00751749
1464.26,0.0107806
1550.39,0.0165394
1636.52,0.0300753
1722.66,0.105357
1808.79,0.0847287
1894.92,0.0319843
1981.05,0.0202749
2067.19,0.01509
2153.32,0.0121478
2239.45,0.0102427
2325.59,0.00890275
2411.72,0.00790544
2497.85,0.00713224
2583.98,0.00651328
2670.12,0.0060056
2756.25,0.0055811
2842.38,0.00521953
2928.52,0.00490803
3014.65,0.0046364
3100.78,0.00439682
3186.91,0.00418449
3273.05,0.00399419
3359.18,0.00382268
3445.31,0.00366728
3531.45,0.00352554
3617.58,0.00339581
3703.71,0.00327655
3789.84,0.00316637
3875.98,0.00306451
3962.11,0.00296969
4048.24,0.00288136
4134.38,0.00279905
4220.51,0.00272171
4306.64,0.00264879
4392.77,0.00258045
4478.91,0.00251591
4565.04,0.00245504
4651.17,0.00239748
4737.3,0.00234272
4823.44,0.00229075
4909.57,0.00224187
4995.7,0.00219446
5081.84,0.0021495
5167.97,0.00210693
5254.1,0.00206554
5340.23,0.00202687
5426.37,0.00198949
5512.5,0.0019535
5598.63,0.00191906
5684.77,0.00188599
5770.9,0.00185413
5857.03,0.0018235
5943.16,0.00179404
6029.3,0.00176559
6115.43,0.00173829
6201.56,0.00171185
6287.7,0.00168639
6373.83,0.0016616
6459.96,0.00163785
6546.09,0.00161486
6632.23,0.00159259
6718.36,0.00157093
6804.49,0.00154999
6890.62,0.00152975
6976.76,0.00151014
7062.89,0.00149112
7149.02,0.0014724
7235.16,0.00145457
7321.29,0.0014371
7407.42,0.00142017
7493.55,0.00140366
7579.69,0.00138771
7665.82,0.0013719
7751.95,0.00135681
7838.09,0.00134206
7924.22,0.00132764
8010.35,0.00131363
8096.48,0.00130036
8182.62,0.00128668
8268.75,0.00127366
8354.88,0.00126094
8441.02,0.00124877
8527.15,0.00123657
8613.28,0.00122488
8699.41,0.0012133
8785.55,0.00120205
8871.68,0.00119156
8957.81,0.00118043
9043.95,0.00117003
9130.08,0.00115974
9216.21,0.00114966
9302.34,0.00114007
9388.48,0.00113042
9474.61,0.00112111
9560.74,0.00111202
9646.88,0.00110305
9733.01,0.00109425
9819.14,0.00108582
9905.27,0.00107732
9991.41,0.00106918
10077.5,0.00106111
10163.7,0.00105314
10249.8,0.00104544
10335.9,0.00103804
10422.1,0.00103041
10508.2,0.00102318
10594.3,0.00101593
10680.5,0.00100901
10766.6,0.00100228
10852.7,0.000995611
10938.9,0.000989299
11025,0.000982678
11111.1,0.000976276
11197.3,0.000970086
11283.4,0.000964042
11369.5,0.000958087
11455.7,0.000951991
11541.8,0.000946534
11627.9,0.000940935
11714.1,0.00093541
11800.2,0.000929785
11886.3,0.000924906
11972.5,0.000919247
12058.6,0.000914169
12144.7,0.000908346
12230.9,0.000904185
12317,0.000898476
12403.1,0.000894532
12489.3,0.00088991
12575.4,0.000885313
12661.5,0.000880741
12747.7,0.000876028
12833.8,0.000872029
12919.9,0.00086784
13006.1,0.000863428
13092.2,0.000859044
13178.3,0.000855347
13264.5,0.000851386
13350.6,0.000847499
13436.7,0.000843759
13522.9,0.000839798
13609,0.000836194
13695.1,0.000832534
13781.2,0.000829177
13867.4,0.000825466
13953.5,0.000821889
14039.6,0.000818419
14125.8,0.000814813
14211.9,0.000812117
14298,0.00080871
14384.2,0.000805967
14470.3,0.000802455
14556.4,0.000799569
14642.6,0.000796671
14728.7,0.000793609
14814.8,0.000790737
14901,0.000787923
14987.1,0.000785339
15073.2,0.000782153
15159.4,0.00077981
15245.5,0.000776958
15331.6,0.000774546
15417.8,0.000771881
15503.9,0.000769465
15590,0.000767025
15676.2,0.000765445
15762.3,0.000762307
15848.4,0.000760004
15934.6,0.000757947
16020.7,0.00075555
16106.8,0.000753478
16193,0.000750547
16279.1,0.000749213
16365.2,0.000747008
16451.4,0.000744986
16537.5,0.000743097
16623.6,0.000741022
16709.8,0.00073926
16795.9,0.00073744
16882,0.000735606
16968.2,0.000734765
17054.3,0.000731758
17140.4,0.000730662
17226.6,0.00072907
17312.7,0.000726774
17398.8,0.000725283
17485,0.0007235
17571.1,0.000722283
17657.2,0.000721584
17743.4,0.000719307
17829.5,0.000718196
17915.6,0.000716283
18001.8,0.000715149
18087.9,0.000713844
18174,0.000713088
18260.2,0.000711588
18346.3,0.000709764
18432.4,0.000708582
18518.6,0.000707944
18604.7,0.000706743
18690.8,0.000705596
18777,0.000704417
18863.1,0.000702827
18949.2,0.000702431
19035.4,0.000701562
19121.5,0.000700347
19207.6,0.000699721
19293.8,0.000698643
19379.9,0.000698176
19466,0.000696909
19552.1,0.000695897
19638.3,0.00069532
19724.4,0.000694618
19810.5,0.000693897
19896.7,0.000693255
19982.8,0.000692644
20068.9,0.000691925
20155.1,0.000691275
20241.2,0.000692188
20327.3,0.00069013
20413.5,0.000689944
20499.6,0.000688775
20585.7,0.000688492
20671.9,0.000688321
20758,0.000687763
20844.1,0.000688095
20930.3,0.000687127
21016.4,0.000686425
21102.5,0.000686312
21188.7,0.000686861
21274.8,0.000686013
21360.9,0.000685733
21447.1,0.000685534
21533.2,0.000685964
21619.3,0.000685066
21705.5,0.000684948
21791.6,0.000684908
21877.7,0.000684668
21963.9,0.00068487
